"Fiscal Year","County","Region","Confirmed Victims","Victims"
"2025","Armstrong","1-Lubbock","Not Confirmed","15"
"2025","Bailey","1-Lubbock","Not Confirmed","26"
"2025","Bailey","1-Lubbock","Confirmed Victim","6"
"2025","Briscoe","1-Lubbock","Not Confirmed","4"
"2025","Briscoe","1-Lubbock","Confirmed Victim","2"
"2025","Carson","1-Lubbock","Not Confirmed","40"
"2025","Carson","1-Lubbock","Confirmed Victim","6"
"2025","Castro","1-Lubbock","Not Confirmed","43"
"2025","Castro","1-Lubbock","Confirmed Victim","19"
"2025","Childress","1-Lubbock","Not Confirmed","31"
"2025","Childress","1-Lubbock","Confirmed Victim","14"
"2025","Cochran","1-Lubbock","Not Confirmed","12"
"2025","Cochran","1-Lubbock","Confirmed Victim","9"
"2025","Collingsworth","1-Lubbock","Not Confirmed","10"
"2025","Collingsworth","1-Lubbock","Confirmed Victim","3"
"2025","Crosby","1-Lubbock","Not Confirmed","47"
"2025","Crosby","1-Lubbock","Confirmed Victim","9"
"2025","Dallam","1-Lubbock","Not Confirmed","67"
"2025","Dallam","1-Lubbock","Confirmed Victim","16"
"2025","Deaf Smith","1-Lubbock","Not Confirmed","155"
"2025","Deaf Smith","1-Lubbock","Confirmed Victim","25"
"2025","Dickens","1-Lubbock","Not Confirmed","21"
"2025","Dickens","1-Lubbock","Confirmed Victim","3"
"2025","Donley","1-Lubbock","Not Confirmed","42"
"2025","Donley","1-Lubbock","Confirmed Victim","8"
"2025","Floyd","1-Lubbock","Not Confirmed","36"
"2025","Floyd","1-Lubbock","Confirmed Victim","6"
"2025","Garza","1-Lubbock","Not Confirmed","40"
"2025","Garza","1-Lubbock","Confirmed Victim","6"
"2025","Gray","1-Lubbock","Not Confirmed","172"
"2025","Gray","1-Lubbock","Confirmed Victim","93"
"2025","Hale","1-Lubbock","Not Confirmed","205"
"2025","Hale","1-Lubbock","Confirmed Victim","94"
"2025","Hall","1-Lubbock","Not Confirmed","24"
"2025","Hall","1-Lubbock","Confirmed Victim","3"
"2025","Hansford","1-Lubbock","Not Confirmed","23"
"2025","Hansford","1-Lubbock","Confirmed Victim","10"
"2025","Hartley","1-Lubbock","Not Confirmed","24"
"2025","Hartley","1-Lubbock","Confirmed Victim","13"
"2025","Hemphill","1-Lubbock","Not Confirmed","11"
"2025","Hemphill","1-Lubbock","Confirmed Victim","4"
"2025","Hockley","1-Lubbock","Not Confirmed","159"
"2025","Hockley","1-Lubbock","Confirmed Victim","52"
"2025","Hutchinson","1-Lubbock","Not Confirmed","161"
"2025","Hutchinson","1-Lubbock","Confirmed Victim","58"
"2025","King","1-Lubbock","Confirmed Victim","1"
"2025","Lamb","1-Lubbock","Not Confirmed","95"
"2025","Lamb","1-Lubbock","Confirmed Victim","29"
"2025","Lipscomb","1-Lubbock","Not Confirmed","24"
"2025","Lipscomb","1-Lubbock","Confirmed Victim","7"
"2025","Lubbock","1-Lubbock","Not Confirmed","2,465"
"2025","Lubbock","1-Lubbock","Confirmed Victim","690"
"2025","Lynn","1-Lubbock","Not Confirmed","44"
"2025","Lynn","1-Lubbock","Confirmed Victim","18"
"2025","Moore","1-Lubbock","Not Confirmed","104"
"2025","Moore","1-Lubbock","Confirmed Victim","55"
"2025","Motley","1-Lubbock","Not Confirmed","13"
"2025","Ochiltree","1-Lubbock","Not Confirmed","48"
"2025","Ochiltree","1-Lubbock","Confirmed Victim","13"
"2025","Oldham","1-Lubbock","Not Confirmed","12"
"2025","Oldham","1-Lubbock","Confirmed Victim","3"
"2025","Parmer","1-Lubbock","Not Confirmed","47"
"2025","Parmer","1-Lubbock","Confirmed Victim","5"
"2025","Potter","1-Lubbock","Not Confirmed","1,477"
"2025","Potter","1-Lubbock","Confirmed Victim","422"
"2025","Randall","1-Lubbock","Not Confirmed","1,076"
"2025","Randall","1-Lubbock","Confirmed Victim","280"
"2025","Roberts","1-Lubbock","Confirmed Victim","1"
"2025","Sherman","1-Lubbock","Not Confirmed","20"
"2025","Swisher","1-Lubbock","Not Confirmed","38"
"2025","Swisher","1-Lubbock","Confirmed Victim","14"
"2025","Terry","1-Lubbock","Not Confirmed","94"
"2025","Terry","1-Lubbock","Confirmed Victim","61"
"2025","Wheeler","1-Lubbock","Not Confirmed","28"
"2025","Wheeler","1-Lubbock","Confirmed Victim","13"
"2025","Yoakum","1-Lubbock","Not Confirmed","49"
"2025","Yoakum","1-Lubbock","Confirmed Victim","17"
"2025","Archer","2-Abilene","Not Confirmed","54"
"2025","Archer","2-Abilene","Confirmed Victim","12"
"2025","Baylor","2-Abilene","Not Confirmed","34"
"2025","Baylor","2-Abilene","Confirmed Victim","25"
"2025","Brown","2-Abilene","Not Confirmed","383"
"2025","Brown","2-Abilene","Confirmed Victim","187"
"2025","Callahan","2-Abilene","Not Confirmed","152"
"2025","Callahan","2-Abilene","Confirmed Victim","66"
"2025","Clay","2-Abilene","Not Confirmed","72"
"2025","Clay","2-Abilene","Confirmed Victim","33"
"2025","Coleman","2-Abilene","Not Confirmed","76"
"2025","Coleman","2-Abilene","Confirmed Victim","49"
"2025","Comanche","2-Abilene","Not Confirmed","126"
"2025","Comanche","2-Abilene","Confirmed Victim","138"
"2025","Cottle","2-Abilene","Not Confirmed","3"
"2025","Eastland","2-Abilene","Not Confirmed","142"
"2025","Eastland","2-Abilene","Confirmed Victim","98"
"2025","Fisher","2-Abilene","Not Confirmed","43"
"2025","Fisher","2-Abilene","Confirmed Victim","24"
"2025","Foard","2-Abilene","Not Confirmed","9"
"2025","Foard","2-Abilene","Confirmed Victim","2"
"2025","Hardeman","2-Abilene","Not Confirmed","30"
"2025","Hardeman","2-Abilene","Confirmed Victim","13"
"2025","Haskell","2-Abilene","Not Confirmed","69"
"2025","Haskell","2-Abilene","Confirmed Victim","13"
"2025","Jack","2-Abilene","Not Confirmed","57"
"2025","Jack","2-Abilene","Confirmed Victim","23"
"2025","Jones","2-Abilene","Not Confirmed","191"
"2025","Jones","2-Abilene","Confirmed Victim","59"
"2025","Knox","2-Abilene","Not Confirmed","13"
"2025","Knox","2-Abilene","Confirmed Victim","3"
"2025","Mitchell","2-Abilene","Not Confirmed","67"
"2025","Mitchell","2-Abilene","Confirmed Victim","44"
"2025","Montague","2-Abilene","Not Confirmed","201"
"2025","Montague","2-Abilene","Confirmed Victim","64"
"2025","Nolan","2-Abilene","Not Confirmed","176"
"2025","Nolan","2-Abilene","Confirmed Victim","104"
"2025","Runnels","2-Abilene","Not Confirmed","100"
"2025","Runnels","2-Abilene","Confirmed Victim","38"
"2025","Scurry","2-Abilene","Not Confirmed","128"
"2025","Scurry","2-Abilene","Confirmed Victim","88"
"2025","Shackelford","2-Abilene","Not Confirmed","34"
"2025","Shackelford","2-Abilene","Confirmed Victim","17"
"2025","Stephens","2-Abilene","Not Confirmed","54"
"2025","Stephens","2-Abilene","Confirmed Victim","45"
"2025","Stonewall","2-Abilene","Not Confirmed","3"
"2025","Taylor","2-Abilene","Not Confirmed","1,680"
"2025","Taylor","2-Abilene","Confirmed Victim","832"
"2025","Throckmorton","2-Abilene","Not Confirmed","12"
"2025","Throckmorton","2-Abilene","Confirmed Victim","3"
"2025","Wichita","2-Abilene","Not Confirmed","1,118"
"2025","Wichita","2-Abilene","Confirmed Victim","439"
"2025","Wilbarger","2-Abilene","Not Confirmed","95"
"2025","Wilbarger","2-Abilene","Confirmed Victim","51"
"2025","Young","2-Abilene","Not Confirmed","125"
"2025","Young","2-Abilene","Confirmed Victim","50"
"2025","Collin","3-Arlington","Not Confirmed","3,906"
"2025","Collin","3-Arlington","Confirmed Victim","962"
"2025","Cooke","3-Arlington","Not Confirmed","312"
"2025","Cooke","3-Arlington","Confirmed Victim","176"
"2025","Dallas","3-Arlington","Not Confirmed","12,536"
"2025","Dallas","3-Arlington","Confirmed Victim","4,617"
"2025","Denton","3-Arlington","Not Confirmed","2,972"
"2025","Denton","3-Arlington","Confirmed Victim","1,174"
"2025","Ellis","3-Arlington","Not Confirmed","1,150"
"2025","Ellis","3-Arlington","Confirmed Victim","332"
"2025","Erath","3-Arlington","Not Confirmed","266"
"2025","Erath","3-Arlington","Confirmed Victim","71"
"2025","Fannin","3-Arlington","Not Confirmed","270"
"2025","Fannin","3-Arlington","Confirmed Victim","60"
"2025","Grayson","3-Arlington","Not Confirmed","1,018"
"2025","Grayson","3-Arlington","Confirmed Victim","256"
"2025","Hood","3-Arlington","Not Confirmed","371"
"2025","Hood","3-Arlington","Confirmed Victim","207"
"2025","Hunt","3-Arlington","Not Confirmed","813"
"2025","Hunt","3-Arlington","Confirmed Victim","252"
"2025","Johnson","3-Arlington","Not Confirmed","1,189"
"2025","Johnson","3-Arlington","Confirmed Victim","412"
"2025","Kaufman","3-Arlington","Not Confirmed","1,221"
"2025","Kaufman","3-Arlington","Confirmed Victim","439"
"2025","Navarro","3-Arlington","Not Confirmed","297"
"2025","Navarro","3-Arlington","Confirmed Victim","107"
"2025","Palo Pinto","3-Arlington","Not Confirmed","200"
"2025","Palo Pinto","3-Arlington","Confirmed Victim","106"
"2025","Parker","3-Arlington","Not Confirmed","897"
"2025","Parker","3-Arlington","Confirmed Victim","272"
"2025","Rockwall","3-Arlington","Not Confirmed","618"
"2025","Rockwall","3-Arlington","Confirmed Victim","175"
"2025","Somervell","3-Arlington","Not Confirmed","73"
"2025","Somervell","3-Arlington","Confirmed Victim","19"
"2025","Tarrant","3-Arlington","Not Confirmed","12,261"
"2025","Tarrant","3-Arlington","Confirmed Victim","4,592"
"2025","Wise","3-Arlington","Not Confirmed","483"
"2025","Wise","3-Arlington","Confirmed Victim","134"
"2025","Anderson","4-Tyler","Not Confirmed","339"
"2025","Anderson","4-Tyler","Confirmed Victim","140"
"2025","Bowie","4-Tyler","Not Confirmed","746"
"2025","Bowie","4-Tyler","Confirmed Victim","172"
"2025","Camp","4-Tyler","Not Confirmed","74"
"2025","Camp","4-Tyler","Confirmed Victim","49"
"2025","Cass","4-Tyler","Not Confirmed","253"
"2025","Cass","4-Tyler","Confirmed Victim","78"
"2025","Cherokee","4-Tyler","Not Confirmed","470"
"2025","Cherokee","4-Tyler","Confirmed Victim","140"
"2025","Delta","4-Tyler","Not Confirmed","59"
"2025","Delta","4-Tyler","Confirmed Victim","21"
"2025","Franklin","4-Tyler","Not Confirmed","64"
"2025","Franklin","4-Tyler","Confirmed Victim","24"
"2025","Gregg","4-Tyler","Not Confirmed","933"
"2025","Gregg","4-Tyler","Confirmed Victim","318"
"2025","Harrison","4-Tyler","Not Confirmed","576"
"2025","Harrison","4-Tyler","Confirmed Victim","106"
"2025","Henderson","4-Tyler","Not Confirmed","808"
"2025","Henderson","4-Tyler","Confirmed Victim","243"
"2025","Hopkins","4-Tyler","Not Confirmed","228"
"2025","Hopkins","4-Tyler","Confirmed Victim","82"
"2025","Lamar","4-Tyler","Not Confirmed","453"
"2025","Lamar","4-Tyler","Confirmed Victim","140"
"2025","Marion","4-Tyler","Not Confirmed","101"
"2025","Marion","4-Tyler","Confirmed Victim","24"
"2025","Morris","4-Tyler","Not Confirmed","103"
"2025","Morris","4-Tyler","Confirmed Victim","49"
"2025","Panola","4-Tyler","Not Confirmed","116"
"2025","Panola","4-Tyler","Confirmed Victim","58"
"2025","Rains","4-Tyler","Not Confirmed","92"
"2025","Rains","4-Tyler","Confirmed Victim","24"
"2025","Red River","4-Tyler","Not Confirmed","102"
"2025","Red River","4-Tyler","Confirmed Victim","41"
"2025","Rusk","4-Tyler","Not Confirmed","358"
"2025","Rusk","4-Tyler","Confirmed Victim","170"
"2025","Smith","4-Tyler","Not Confirmed","1,414"
"2025","Smith","4-Tyler","Confirmed Victim","631"
"2025","Titus","4-Tyler","Not Confirmed","201"
"2025","Titus","4-Tyler","Confirmed Victim","102"
"2025","Upshur","4-Tyler","Not Confirmed","332"
"2025","Upshur","4-Tyler","Confirmed Victim","121"
"2025","Van Zandt","4-Tyler","Not Confirmed","363"
"2025","Van Zandt","4-Tyler","Confirmed Victim","98"
"2025","Wood","4-Tyler","Not Confirmed","261"
"2025","Wood","4-Tyler","Confirmed Victim","123"
"2025","Angelina","5-Beaumont","Not Confirmed","675"
"2025","Angelina","5-Beaumont","Confirmed Victim","237"
"2025","Hardin","5-Beaumont","Not Confirmed","298"
"2025","Hardin","5-Beaumont","Confirmed Victim","117"
"2025","Houston","5-Beaumont","Not Confirmed","134"
"2025","Houston","5-Beaumont","Confirmed Victim","34"
"2025","Jasper","5-Beaumont","Not Confirmed","319"
"2025","Jasper","5-Beaumont","Confirmed Victim","53"
"2025","Jefferson","5-Beaumont","Not Confirmed","1,563"
"2025","Jefferson","5-Beaumont","Confirmed Victim","600"
"2025","Nacogdoches","5-Beaumont","Not Confirmed","384"
"2025","Nacogdoches","5-Beaumont","Confirmed Victim","149"
"2025","Newton","5-Beaumont","Not Confirmed","68"
"2025","Newton","5-Beaumont","Confirmed Victim","19"
"2025","Orange","5-Beaumont","Not Confirmed","688"
"2025","Orange","5-Beaumont","Confirmed Victim","251"
"2025","Polk","5-Beaumont","Not Confirmed","463"
"2025","Polk","5-Beaumont","Confirmed Victim","93"
"2025","Sabine","5-Beaumont","Not Confirmed","57"
"2025","Sabine","5-Beaumont","Confirmed Victim","12"
"2025","San Augustine","5-Beaumont","Not Confirmed","56"
"2025","San Augustine","5-Beaumont","Confirmed Victim","4"
"2025","San Jacinto","5-Beaumont","Not Confirmed","177"
"2025","San Jacinto","5-Beaumont","Confirmed Victim","47"
"2025","Shelby","5-Beaumont","Not Confirmed","186"
"2025","Shelby","5-Beaumont","Confirmed Victim","38"
"2025","Trinity","5-Beaumont","Not Confirmed","147"
"2025","Trinity","5-Beaumont","Confirmed Victim","22"
"2025","Tyler","5-Beaumont","Not Confirmed","147"
"2025","Tyler","5-Beaumont","Confirmed Victim","51"
"2025","Austin","6-Houston","Not Confirmed","137"
"2025","Austin","6-Houston","Confirmed Victim","32"
"2025","Brazoria","6-Houston","Not Confirmed","1,755"
"2025","Brazoria","6-Houston","Confirmed Victim","534"
"2025","Chambers","6-Houston","Not Confirmed","312"
"2025","Chambers","6-Houston","Confirmed Victim","48"
"2025","Colorado","6-Houston","Not Confirmed","105"
"2025","Colorado","6-Houston","Confirmed Victim","20"
"2025","Fort Bend","6-Houston","Not Confirmed","3,080"
"2025","Fort Bend","6-Houston","Confirmed Victim","438"
"2025","Galveston","6-Houston","Not Confirmed","2,054"
"2025","Galveston","6-Houston","Confirmed Victim","597"
"2025","Harris","6-Houston","Not Confirmed","23,877"
"2025","Harris","6-Houston","Confirmed Victim","5,408"
"2025","Liberty","6-Houston","Not Confirmed","930"
"2025","Liberty","6-Houston","Confirmed Victim","208"
"2025","Matagorda","6-Houston","Not Confirmed","253"
"2025","Matagorda","6-Houston","Confirmed Victim","37"
"2025","Montgomery","6-Houston","Not Confirmed","4,175"
"2025","Montgomery","6-Houston","Confirmed Victim","664"
"2025","Walker","6-Houston","Not Confirmed","413"
"2025","Walker","6-Houston","Confirmed Victim","101"
"2025","Waller","6-Houston","Not Confirmed","267"
"2025","Waller","6-Houston","Confirmed Victim","30"
"2025","Wharton","6-Houston","Not Confirmed","293"
"2025","Wharton","6-Houston","Confirmed Victim","41"
"2025","Bastrop","7-Austin","Not Confirmed","855"
"2025","Bastrop","7-Austin","Confirmed Victim","219"
"2025","Bell","7-Austin","Not Confirmed","3,095"
"2025","Bell","7-Austin","Confirmed Victim","1,322"
"2025","Blanco","7-Austin","Not Confirmed","71"
"2025","Blanco","7-Austin","Confirmed Victim","20"
"2025","Bosque","7-Austin","Not Confirmed","84"
"2025","Bosque","7-Austin","Confirmed Victim","39"
"2025","Brazos","7-Austin","Not Confirmed","1,188"
"2025","Brazos","7-Austin","Confirmed Victim","368"
"2025","Burleson","7-Austin","Not Confirmed","126"
"2025","Burleson","7-Austin","Confirmed Victim","44"
"2025","Burnet","7-Austin","Not Confirmed","333"
"2025","Burnet","7-Austin","Confirmed Victim","70"
"2025","Caldwell","7-Austin","Not Confirmed","496"
"2025","Caldwell","7-Austin","Confirmed Victim","121"
"2025","Coryell","7-Austin","Not Confirmed","822"
"2025","Coryell","7-Austin","Confirmed Victim","255"
"2025","Falls","7-Austin","Not Confirmed","110"
"2025","Falls","7-Austin","Confirmed Victim","57"
"2025","Fayette","7-Austin","Not Confirmed","127"
"2025","Fayette","7-Austin","Confirmed Victim","46"
"2025","Freestone","7-Austin","Not Confirmed","106"
"2025","Freestone","7-Austin","Confirmed Victim","28"
"2025","Grimes","7-Austin","Not Confirmed","162"
"2025","Grimes","7-Austin","Confirmed Victim","41"
"2025","Hamilton","7-Austin","Not Confirmed","73"
"2025","Hamilton","7-Austin","Confirmed Victim","44"
"2025","Hays","7-Austin","Not Confirmed","1,295"
"2025","Hays","7-Austin","Confirmed Victim","388"
"2025","Hill","7-Austin","Not Confirmed","247"
"2025","Hill","7-Austin","Confirmed Victim","171"
"2025","Lampasas","7-Austin","Not Confirmed","133"
"2025","Lampasas","7-Austin","Confirmed Victim","69"
"2025","Lee","7-Austin","Not Confirmed","100"
"2025","Lee","7-Austin","Confirmed Victim","26"
"2025","Leon","7-Austin","Not Confirmed","77"
"2025","Leon","7-Austin","Confirmed Victim","25"
"2025","Limestone","7-Austin","Not Confirmed","172"
"2025","Limestone","7-Austin","Confirmed Victim","92"
"2025","Llano","7-Austin","Not Confirmed","166"
"2025","Llano","7-Austin","Confirmed Victim","42"
"2025","Madison","7-Austin","Not Confirmed","87"
"2025","Madison","7-Austin","Confirmed Victim","17"
"2025","McLennan","7-Austin","Not Confirmed","2,021"
"2025","McLennan","7-Austin","Confirmed Victim","821"
"2025","Milam","7-Austin","Not Confirmed","172"
"2025","Milam","7-Austin","Confirmed Victim","70"
"2025","Mills","7-Austin","Not Confirmed","20"
"2025","Mills","7-Austin","Confirmed Victim","9"
"2025","Robertson","7-Austin","Not Confirmed","159"
"2025","Robertson","7-Austin","Confirmed Victim","66"
"2025","San Saba","7-Austin","Not Confirmed","33"
"2025","San Saba","7-Austin","Confirmed Victim","12"
"2025","Travis","7-Austin","Not Confirmed","6,214"
"2025","Travis","7-Austin","Confirmed Victim","1,803"
"2025","Washington","7-Austin","Not Confirmed","274"
"2025","Washington","7-Austin","Confirmed Victim","90"
"2025","Williamson","7-Austin","Not Confirmed","3,119"
"2025","Williamson","7-Austin","Confirmed Victim","713"
"2025","Atascosa","8-San Antonio","Not Confirmed","453"
"2025","Atascosa","8-San Antonio","Confirmed Victim","116"
"2025","Bandera","8-San Antonio","Not Confirmed","131"
"2025","Bandera","8-San Antonio","Confirmed Victim","30"
"2025","Bexar","8-San Antonio","Not Confirmed","14,335"
"2025","Bexar","8-San Antonio","Confirmed Victim","4,417"
"2025","Calhoun","8-San Antonio","Not Confirmed","108"
"2025","Calhoun","8-San Antonio","Confirmed Victim","38"
"2025","Comal","8-San Antonio","Not Confirmed","1,025"
"2025","Comal","8-San Antonio","Confirmed Victim","239"
"2025","DeWitt","8-San Antonio","Not Confirmed","197"
"2025","DeWitt","8-San Antonio","Confirmed Victim","56"
"2025","Dimmit","8-San Antonio","Not Confirmed","84"
"2025","Dimmit","8-San Antonio","Confirmed Victim","21"
"2025","Edwards","8-San Antonio","Not Confirmed","9"
"2025","Edwards","8-San Antonio","Confirmed Victim","4"
"2025","Frio","8-San Antonio","Not Confirmed","153"
"2025","Frio","8-San Antonio","Confirmed Victim","59"
"2025","Gillespie","8-San Antonio","Not Confirmed","102"
"2025","Gillespie","8-San Antonio","Confirmed Victim","41"
"2025","Goliad","8-San Antonio","Not Confirmed","48"
"2025","Goliad","8-San Antonio","Confirmed Victim","18"
"2025","Gonzales","8-San Antonio","Not Confirmed","197"
"2025","Gonzales","8-San Antonio","Confirmed Victim","45"
"2025","Guadalupe","8-San Antonio","Not Confirmed","1,344"
"2025","Guadalupe","8-San Antonio","Confirmed Victim","245"
"2025","Jackson","8-San Antonio","Not Confirmed","91"
"2025","Jackson","8-San Antonio","Confirmed Victim","18"
"2025","Karnes","8-San Antonio","Not Confirmed","108"
"2025","Karnes","8-San Antonio","Confirmed Victim","45"
"2025","Kendall","8-San Antonio","Not Confirmed","175"
"2025","Kendall","8-San Antonio","Confirmed Victim","29"
"2025","Kerr","8-San Antonio","Not Confirmed","327"
"2025","Kerr","8-San Antonio","Confirmed Victim","75"
"2025","Kinney","8-San Antonio","Not Confirmed","6"
"2025","Kinney","8-San Antonio","Confirmed Victim","5"
"2025","La Salle","8-San Antonio","Not Confirmed","75"
"2025","La Salle","8-San Antonio","Confirmed Victim","24"
"2025","Lavaca","8-San Antonio","Not Confirmed","145"
"2025","Lavaca","8-San Antonio","Confirmed Victim","41"
"2025","Maverick","8-San Antonio","Not Confirmed","186"
"2025","Maverick","8-San Antonio","Confirmed Victim","67"
"2025","Medina","8-San Antonio","Not Confirmed","346"
"2025","Medina","8-San Antonio","Confirmed Victim","82"
"2025","Real","8-San Antonio","Not Confirmed","17"
"2025","Real","8-San Antonio","Confirmed Victim","3"
"2025","Uvalde","8-San Antonio","Not Confirmed","224"
"2025","Uvalde","8-San Antonio","Confirmed Victim","63"
"2025","Val Verde","8-San Antonio","Not Confirmed","193"
"2025","Val Verde","8-San Antonio","Confirmed Victim","50"
"2025","Victoria","8-San Antonio","Not Confirmed","913"
"2025","Victoria","8-San Antonio","Confirmed Victim","272"
"2025","Wilson","8-San Antonio","Not Confirmed","320"
"2025","Wilson","8-San Antonio","Confirmed Victim","96"
"2025","Zavala","8-San Antonio","Not Confirmed","110"
"2025","Zavala","8-San Antonio","Confirmed Victim","33"
"2025","Andrews","9-Midland","Not Confirmed","125"
"2025","Andrews","9-Midland","Confirmed Victim","42"
"2025","Borden","9-Midland","Not Confirmed","8"
"2025","Coke","9-Midland","Not Confirmed","26"
"2025","Coke","9-Midland","Confirmed Victim","4"
"2025","Concho","9-Midland","Not Confirmed","19"
"2025","Concho","9-Midland","Confirmed Victim","1"
"2025","Crane","9-Midland","Not Confirmed","26"
"2025","Crane","9-Midland","Confirmed Victim","8"
"2025","Crockett","9-Midland","Not Confirmed","5"
"2025","Crockett","9-Midland","Confirmed Victim","3"
"2025","Dawson","9-Midland","Not Confirmed","87"
"2025","Dawson","9-Midland","Confirmed Victim","24"
"2025","Ector","9-Midland","Not Confirmed","1,234"
"2025","Ector","9-Midland","Confirmed Victim","379"
"2025","Gaines","9-Midland","Not Confirmed","126"
"2025","Gaines","9-Midland","Confirmed Victim","28"
"2025","Glasscock","9-Midland","Not Confirmed","8"
"2025","Howard","9-Midland","Not Confirmed","271"
"2025","Howard","9-Midland","Confirmed Victim","60"
"2025","Irion","9-Midland","Not Confirmed","7"
"2025","Kimble","9-Midland","Not Confirmed","30"
"2025","Kimble","9-Midland","Confirmed Victim","10"
"2025","Loving","9-Midland","Not Confirmed","1"
"2025","Martin","9-Midland","Not Confirmed","59"
"2025","Martin","9-Midland","Confirmed Victim","7"
"2025","Mason","9-Midland","Not Confirmed","6"
"2025","Mason","9-Midland","Confirmed Victim","5"
"2025","McCulloch","9-Midland","Not Confirmed","60"
"2025","McCulloch","9-Midland","Confirmed Victim","19"
"2025","Menard","9-Midland","Not Confirmed","5"
"2025","Menard","9-Midland","Confirmed Victim","2"
"2025","Midland","9-Midland","Not Confirmed","1,181"
"2025","Midland","9-Midland","Confirmed Victim","303"
"2025","Pecos","9-Midland","Not Confirmed","82"
"2025","Pecos","9-Midland","Confirmed Victim","43"
"2025","Reagan","9-Midland","Not Confirmed","16"
"2025","Reagan","9-Midland","Confirmed Victim","9"
"2025","Reeves","9-Midland","Not Confirmed","79"
"2025","Reeves","9-Midland","Confirmed Victim","25"
"2025","Schleicher","9-Midland","Not Confirmed","12"
"2025","Schleicher","9-Midland","Confirmed Victim","7"
"2025","Sterling","9-Midland","Not Confirmed","8"
"2025","Sterling","9-Midland","Confirmed Victim","1"
"2025","Sutton","9-Midland","Not Confirmed","19"
"2025","Sutton","9-Midland","Confirmed Victim","3"
"2025","Terrell","9-Midland","Not Confirmed","5"
"2025","Terrell","9-Midland","Confirmed Victim","1"
"2025","Tom Green","9-Midland","Not Confirmed","1,030"
"2025","Tom Green","9-Midland","Confirmed Victim","325"
"2025","Upton","9-Midland","Not Confirmed","23"
"2025","Upton","9-Midland","Confirmed Victim","4"
"2025","Ward","9-Midland","Not Confirmed","94"
"2025","Ward","9-Midland","Confirmed Victim","39"
"2025","Winkler","9-Midland","Not Confirmed","40"
"2025","Winkler","9-Midland","Confirmed Victim","21"
"2025","Brewster","10-El Paso","Not Confirmed","22"
"2025","Brewster","10-El Paso","Confirmed Victim","16"
"2025","Culberson","10-El Paso","Not Confirmed","25"
"2025","Culberson","10-El Paso","Confirmed Victim","9"
"2025","El Paso","10-El Paso","Not Confirmed","3,993"
"2025","El Paso","10-El Paso","Confirmed Victim","1,138"
"2025","Hudspeth","10-El Paso","Not Confirmed","31"
"2025","Hudspeth","10-El Paso","Confirmed Victim","14"
"2025","Jeff Davis","10-El Paso","Not Confirmed","5"
"2025","Jeff Davis","10-El Paso","Confirmed Victim","7"
"2025","Presidio","10-El Paso","Not Confirmed","11"
"2025","Presidio","10-El Paso","Confirmed Victim","8"
"2025","Aransas","11-Edinburg","Not Confirmed","189"
"2025","Aransas","11-Edinburg","Confirmed Victim","60"
"2025","Bee","11-Edinburg","Not Confirmed","213"
"2025","Bee","11-Edinburg","Confirmed Victim","48"
"2025","Brooks","11-Edinburg","Not Confirmed","84"
"2025","Brooks","11-Edinburg","Confirmed Victim","32"
"2025","Cameron","11-Edinburg","Not Confirmed","2,324"
"2025","Cameron","11-Edinburg","Confirmed Victim","737"
"2025","Duval","11-Edinburg","Not Confirmed","71"
"2025","Duval","11-Edinburg","Confirmed Victim","24"
"2025","Hidalgo","11-Edinburg","Not Confirmed","4,828"
"2025","Hidalgo","11-Edinburg","Confirmed Victim","1,607"
"2025","Jim Hogg","11-Edinburg","Not Confirmed","44"
"2025","Jim Hogg","11-Edinburg","Confirmed Victim","11"
"2025","Jim Wells","11-Edinburg","Not Confirmed","422"
"2025","Jim Wells","11-Edinburg","Confirmed Victim","99"
"2025","Kleberg","11-Edinburg","Not Confirmed","265"
"2025","Kleberg","11-Edinburg","Confirmed Victim","88"
"2025","Live Oak","11-Edinburg","Not Confirmed","62"
"2025","Live Oak","11-Edinburg","Confirmed Victim","10"
"2025","McMullen","11-Edinburg","Not Confirmed","2"
"2025","Nueces","11-Edinburg","Not Confirmed","2,316"
"2025","Nueces","11-Edinburg","Confirmed Victim","944"
"2025","Refugio","11-Edinburg","Not Confirmed","49"
"2025","Refugio","11-Edinburg","Confirmed Victim","13"
"2025","San Patricio","11-Edinburg","Not Confirmed","574"
"2025","San Patricio","11-Edinburg","Confirmed Victim","130"
"2025","Starr","11-Edinburg","Not Confirmed","401"
"2025","Starr","11-Edinburg","Confirmed Victim","46"
"2025","Webb","11-Edinburg","Not Confirmed","1,470"
"2025","Webb","11-Edinburg","Confirmed Victim","339"
"2025","Willacy","11-Edinburg","Not Confirmed","180"
"2025","Willacy","11-Edinburg","Confirmed Victim","60"
"2025","Zapata","11-Edinburg","Not Confirmed","73"
"2025","Zapata","11-Edinburg","Confirmed Victim","41"
"2025","Out of State","Out of State","Not Confirmed","16"
"2025","Out of State","Out of State","Confirmed Victim","1"
"2024","Armstrong","1-Lubbock","Not Confirmed","17"
"2024","Armstrong","1-Lubbock","Confirmed Victim","3"
"2024","Bailey","1-Lubbock","Not Confirmed","21"
"2024","Bailey","1-Lubbock","Confirmed Victim","9"
"2024","Briscoe","1-Lubbock","Not Confirmed","5"
"2024","Briscoe","1-Lubbock","Confirmed Victim","2"
"2024","Carson","1-Lubbock","Not Confirmed","36"
"2024","Carson","1-Lubbock","Confirmed Victim","11"
